Temps(s), NeutInside(AD), NeutTherm(AD), NeutFast(AD), IntFission(AD), IntXenon(AD), IntTot(AD), TotNonInt(AD), EFiss(MeV), Ccomb(%)
5.740000000000000568e+01,9.000000000000000000e+00,7.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+01,5.000000000000000000e+00,6.500000000000000000e+01,1.070000000000000000e+02,7.303139999999996689e+03,1.111111111111111049e-01
5.750000000000000000e+01,9.000000000000000000e+00,7.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+01,5.000000000000000000e+00,6.500000000000000000e+01,1.070000000000000000e+02,7.303139999999996689e+03,1.111111111111111049e-01
5.760000000000000142e+01,8.000000000000000000e+00,6.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+01,5.000000000000000000e+00,6.500000000000000000e+01,1.080000000000000000e+02,7.303139999999996689e+03,1.111111111111111049e-01
5.770000000000000284e+01,8.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+01,5.000000000000000000e+00,6.500000000000000000e+01,1.080000000000000000e+02,7.303139999999996689e+03,1.111111111111111049e-01
5.780000000000000426e+01,1.000000000000000000e+01,6.000000000000000000e+00,4.000000000000000000e+00,6.100000000000000000e+01,5.000000000000000000e+00,6.600000000000000000e+01,1.080000000000000000e+02,7.424858999999996740e+03,1.111111111111111049e-01
5.790000000000000568e+01,1.000000000000000000e+01,6.000000000000000000e+00,4.000000000000000000e+00,6.100000000000000000e+01,5.000000000000000000e+00,6.600000000000000000e+01,1.080000000000000000e+02,7.424858999999996740e+03,1.111111111111111049e-01
5.800000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,3.000000000000000000e+00,6.100000000000000000e+01,5.000000000000000000e+00,6.600000000000000000e+01,1.090000000000000000e+02,7.424858999999996740e+03,1.111111111111111049e-01
5.810000000000000142e+01,9.000000000000000000e+00,6.000000000000000000e+00,3.000000000000000000e+00,6.100000000000000000e+01,5.000000000000000000e+00,6.600000000000000000e+01,1.090000000000000000e+02,7.424858999999996740e+03,1.111111111111111049e-01
5.820000000000000284e+01,9.000000000000000000e+00,6.000000000000000000e+00,3.000000000000000000e+00,6.100000000000000000e+01,5.000000000000000000e+00,6.600000000000000000e+01,1.090000000000000000e+02,7.424858999999996740e+03,1.111111111111111049e-01
5.830000000000000426e+01,9.000000000000000000e+00,6.000000000000000000e+00,3.000000000000000000e+00,6.100000000000000000e+01,5.000000000000000000e+00,6.600000000000000000e+01,1.090000000000000000e+02,7.424858999999996740e+03,1.111111111111111049e-01
5.840000000000000568e+01,9.000000000000000000e+00,6.000000000000000000e+00,3.000000000000000000e+00,6.100000000000000000e+01,5.000000000000000000e+00,6.600000000000000000e+01,1.090000000000000000e+02,7.424858999999996740e+03,1.111111111111111049e-01
5.850000000000000000e+01,7.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000000e+00,6.100000000000000000e+01,6.000000000000000000e+00,6.700000000000000000e+01,1.100000000000000000e+02,7.424858999999996740e+03,1.111111111111111049e-01
5.860000000000000142e+01,7.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000000e+00,6.100000000000000000e+01,6.000000000000000000e+00,6.700000000000000000e+01,1.100000000000000000e+02,7.424858999999996740e+03,1.111111111111111049e-01
5.870000000000000284e+01,9.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,6.200000000000000000e+01,6.000000000000000000e+00,6.800000000000000000e+01,1.100000000000000000e+02,7.546577999999996791e+03,1.111111111111111049e-01
5.880000000000000426e+01,9.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,6.200000000000000000e+01,6.000000000000000000e+00,6.800000000000000000e+01,1.100000000000000000e+02,7.546577999999996791e+03,1.111111111111111049e-01
5.890000000000000568e+01,9.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,6.200000000000000000e+01,6.000000000000000000e+00,6.800000000000000000e+01,1.100000000000000000e+02,7.546577999999996791e+03,1.111111111111111049e-01
5.900000000000000000e+01,9.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,6.200000000000000000e+01,6.000000000000000000e+00,6.800000000000000000e+01,1.100000000000000000e+02,7.546577999999996791e+03,1.111111111111111049e-01
5.910000000000000142e+01,1.100000000000000000e+01,3.000000000000000000e+00,8.000000000000000000e+00,6.400000000000000000e+01,6.000000000000000000e+00,7.000000000000000000e+01,1.100000000000000000e+02,7.790015999999995984e+03,1.111111111111111049e-01
5.920000000000000284e+01,1.300000000000000000e+01,2.000000000000000000e+00,1.100000000000000000e+01,6.400000000000000000e+01,6.000000000000000000e+00,7.000000000000000000e+01,1.100000000000000000e+02,7.790015999999995984e+03,1.111111111111111049e-01
5.930000000000000426e+01,1.300000000000000000e+01,1.000000000000000000e+00,1.200000000000000000e+01,6.500000000000000000e+01,6.000000000000000000e+00,7.100000000000000000e+01,1.120000000000000000e+02,7.911734999999996035e+03,1.111111111111111049e-01
5.940000000000000568e+01,1.300000000000000000e+01,2.000000000000000000e+00,1.100000000000000000e+01,6.500000000000000000e+01,6.000000000000000000e+00,7.100000000000000000e+01,1.120000000000000000e+02,7.911734999999996035e+03,1.111111111111111049e-01
5.950000000000000000e+01,1.300000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+01,6.500000000000000000e+01,6.000000000000000000e+00,7.100000000000000000e+01,1.120000000000000000e+02,7.911734999999996035e+03,1.111111111111111049e-01
5.960000000000000142e+01,1.100000000000000000e+01,3.000000000000000000e+00,8.000000000000000000e+00,6.500000000000000000e+01,6.000000000000000000e+00,7.100000000000000000e+01,1.140000000000000000e+02,7.911734999999996035e+03,1.111111111111111049e-01
5.970000000000000284e+01,1.100000000000000000e+01,3.000000000000000000e+00,8.000000000000000000e+00,6.600000000000000000e+01,6.000000000000000000e+00,7.200000000000000000e+01,1.140000000000000000e+02,8.033453999999996086e+03,1.111111111111111049e-01
5.980000000000000426e+01,1.300000000000000000e+01,2.000000000000000000e+00,1.100000000000000000e+01,6.600000000000000000e+01,6.000000000000000000e+00,7.200000000000000000e+01,1.140000000000000000e+02,8.033453999999996086e+03,1.111111111111111049e-01
5.990000000000000568e+01,1.200000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+01,6.600000000000000000e+01,6.000000000000000000e+00,7.200000000000000000e+01,1.150000000000000000e+02,8.033453999999996086e+03,1.111111111111111049e-01
6.000000000000000000e+01,1.100000000000000000e+01,2.000000000000000000e+00,9.000000000000000000e+00,6.600000000000000000e+01,6.000000000000000000e+00,7.200000000000000000e+01,1.160000000000000000e+02,8.033453999999996086e+03,1.111111111111111049e-01
6.010000000000000142e+01,1.100000000000000000e+01,2.000000000000000000e+00,9.000000000000000000e+00,6.600000000000000000e+01,6.000000000000000000e+00,7.200000000000000000e+01,1.160000000000000000e+02,8.033453999999996086e+03,1.111111111111111049e-01
6.020000000000000284e+01,1.000000000000000000e+01,4.000000000000000000e+00,6.000000000000000000e+00,6.600000000000000000e+01,6.000000000000000000e+00,7.200000000000000000e+01,1.170000000000000000e+02,8.033453999999996086e+03,1.111111111111111049e-01
6.030000000000000426e+01,1.000000000000000000e+01,4.000000000000000000e+00,6.000000000000000000e+00,6.600000000000000000e+01,6.000000000000000000e+00,7.200000000000000000e+01,1.170000000000000000e+02,8.033453999999996086e+03,1.111111111111111049e-01
6.040000000000000568e+01,9.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,6.600000000000000000e+01,6.000000000000000000e+00,7.200000000000000000e+01,1.180000000000000000e+02,8.033453999999996086e+03,1.111111111111111049e-01
6.050000000000000000e+01,9.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,6.600000000000000000e+01,6.000000000000000000e+00,7.200000000000000000e+01,1.180000000000000000e+02,8.033453999999996086e+03,1.111111111111111049e-01
6.060000000000000142e+01,9.000000000000000000e+00,5.000000000000000000e+00,4.000000000000000000e+00,6.600000000000000000e+01,6.000000000000000000e+00,7.200000000000000000e+01,1.180000000000000000e+02,8.033453999999996086e+03,1.111111111111111049e-01
6.070000000000000284e+01,9.000000000000000000e+00,5.000000000000000000e+00,4.000000000000000000e+00,6.600000000000000000e+01,6.000000000000000000e+00,7.200000000000000000e+01,1.180000000000000000e+02,8.033453999999996086e+03,1.111111111111111049e-01
6.080000000000000426e+01,7.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00,6.600000000000000000e+01,6.000000000000000000e+00,7.200000000000000000e+01,1.200000000000000000e+02,8.033453999999996086e+03,1.111111111111111049e-01
6.090000000000000568e+01,9.000000000000000000e+00,5.000000000000000000e+00,4.000000000000000000e+00,6.700000000000000000e+01,6.000000000000000000e+00,7.300000000000000000e+01,1.200000000000000000e+02,8.155172999999996136e+03,1.111111111111111049e-01
6.100000000000000000e+01,1.100000000000000000e+01,4.000000000000000000e+00,7.000000000000000000e+00,6.800000000000000000e+01,6.000000000000000000e+00,7.400000000000000000e+01,1.200000000000000000e+02,8.276891999999996187e+03,1.111111111111111049e-01
6.110000000000000142e+01,1.100000000000000000e+01,4.000000000000000000e+00,7.000000000000000000e+00,6.800000000000000000e+01,6.000000000000000000e+00,7.400000000000000000e+01,1.200000000000000000e+02,8.276891999999996187e+03,1.111111111111111049e-01
6.120000000000000284e+01,1.100000000000000000e+01,5.000000000000000000e+00,6.000000000000000000e+00,6.800000000000000000e+01,6.000000000000000000e+00,7.400000000000000000e+01,1.200000000000000000e+02,8.276891999999996187e+03,1.111111111111111049e-01
6.130000000000000426e+01,1.100000000000000000e+01,6.000000000000000000e+00,5.000000000000000000e+00,6.800000000000000000e+01,6.000000000000000000e+00,7.400000000000000000e+01,1.200000000000000000e+02,8.276891999999996187e+03,1.111111111111111049e-01
6.140000000000000568e+01,1.300000000000000000e+01,5.000000000000000000e+00,8.000000000000000000e+00,6.900000000000000000e+01,6.000000000000000000e+00,7.500000000000000000e+01,1.200000000000000000e+02,8.398610999999995329e+03,1.111111111111111049e-01
6.150000000000000000e+01,1.300000000000000000e+01,6.000000000000000000e+00,7.000000000000000000e+00,6.900000000000000000e+01,6.000000000000000000e+00,7.500000000000000000e+01,1.200000000000000000e+02,8.398610999999995329e+03,1.111111111111111049e-01
6.160000000000000142e+01,1.100000000000000000e+01,6.000000000000000000e+00,5.000000000000000000e+00,6.900000000000000000e+01,6.000000000000000000e+00,7.500000000000000000e+01,1.220000000000000000e+02,8.398610999999995329e+03,1.111111111111111049e-01
6.170000000000000284e+01,1.100000000000000000e+01,6.000000000000000000e+00,5.000000000000000000e+00,6.900000000000000000e+01,6.000000000000000000e+00,7.500000000000000000e+01,1.220000000000000000e+02,8.398610999999995329e+03,1.111111111111111049e-01
6.180000000000000426e+01,1.300000000000000000e+01,5.000000000000000000e+00,8.000000000000000000e+00,7.000000000000000000e+01,6.000000000000000000e+00,7.600000000000000000e+01,1.220000000000000000e+02,8.520329999999996289e+03,1.111111111111111049e-01
6.190000000000000568e+01,1.500000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+01,7.100000000000000000e+01,6.000000000000000000e+00,7.700000000000000000e+01,1.220000000000000000e+02,8.642048999999995431e+03,1.111111111111111049e-01
6.200000000000000000e+01,1.500000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+01,7.100000000000000000e+01,6.000000000000000000e+00,7.700000000000000000e+01,1.220000000000000000e+02,8.642048999999995431e+03,1.111111111111111049e-01
6.210000000000000142e+01,1.500000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+01,7.100000000000000000e+01,6.000000000000000000e+00,7.700000000000000000e+01,1.220000000000000000e+02,8.642048999999995431e+03,1.111111111111111049e-01
6.220000000000000284e+01,1.500000000000000000e+01,6.000000000000000000e+00,9.000000000000000000e+00,7.100000000000000000e+01,6.000000000000000000e+00,7.700000000000000000e+01,1.220000000000000000e+02,8.642048999999995431e+03,1.111111111111111049e-01
6.230000000000000426e+01,1.500000000000000000e+01,6.000000000000000000e+00,9.000000000000000000e+00,7.100000000000000000e+01,6.000000000000000000e+00,7.700000000000000000e+01,1.220000000000000000e+02,8.642048999999995431e+03,1.111111111111111049e-01
6.240000000000000568e+01,1.400000000000000000e+01,7.000000000000000000e+00,7.000000000000000000e+00,7.100000000000000000e+01,6.000000000000000000e+00,7.700000000000000000e+01,1.230000000000000000e+02,8.642048999999995431e+03,1.111111111111111049e-01
6.250000000000000000e+01,1.400000000000000000e+01,7.000000000000000000e+00,7.000000000000000000e+00,7.100000000000000000e+01,6.000000000000000000e+00,7.700000000000000000e+01,1.230000000000000000e+02,8.642048999999995431e+03,1.111111111111111049e-01
6.260000000000000142e+01,1.600000000000000000e+01,6.000000000000000000e+00,1.000000000000000000e+01,7.200000000000000000e+01,6.000000000000000000e+00,7.800000000000000000e+01,1.240000000000000000e+02,8.763767999999996391e+03,1.111111111111111049e-01
6.270000000000000284e+01,1.500000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+01,7.200000000000000000e+01,6.000000000000000000e+00,7.800000000000000000e+01,1.240000000000000000e+02,8.763767999999996391e+03,1.111111111111111049e-01
6.280000000000000426e+01,1.500000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+01,7.200000000000000000e+01,6.000000000000000000e+00,7.800000000000000000e+01,1.260000000000000000e+02,8.763767999999996391e+03,1.111111111111111049e-01
6.290000000000000568e+01,1.200000000000000000e+01,5.000000000000000000e+00,7.000000000000000000e+00,7.200000000000000000e+01,6.000000000000000000e+00,7.800000000000000000e+01,1.270000000000000000e+02,8.763767999999996391e+03,1.111111111111111049e-01
6.300000000000000000e+01,1.200000000000000000e+01,7.000000000000000000e+00,5.000000000000000000e+00,7.200000000000000000e+01,6.000000000000000000e+00,7.800000000000000000e+01,1.270000000000000000e+02,8.763767999999996391e+03,1.111111111111111049e-01
6.310000000000000142e+01,1.200000000000000000e+01,7.000000000000000000e+00,5.000000000000000000e+00,7.200000000000000000e+01,6.000000000000000000e+00,7.800000000000000000e+01,1.270000000000000000e+02,8.763767999999996391e+03,1.111111111111111049e-01
6.320000000000000284e+01,1.200000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+00,7.200000000000000000e+01,6.000000000000000000e+00,7.800000000000000000e+01,1.270000000000000000e+02,8.763767999999996391e+03,1.111111111111111049e-01
6.330000000000000426e+01,1.200000000000000000e+01,1.100000000000000000e+01,1.000000000000000000e+00,7.200000000000000000e+01,6.000000000000000000e+00,7.800000000000000000e+01,1.270000000000000000e+02,8.763767999999996391e+03,1.111111111111111049e-01
6.340000000000000568e+01,1.400000000000000000e+01,1.000000000000000000e+01,4.000000000000000000e+00,7.300000000000000000e+01,6.000000000000000000e+00,7.900000000000000000e+01,1.270000000000000000e+02,8.885486999999995533e+03,1.111111111111111049e-01
6.350000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+00,7.000000000000000000e+00,7.400000000000000000e+01,6.000000000000000000e+00,8.000000000000000000e+01,1.280000000000000000e+02,9.007205999999994674e+03,1.111111111111111049e-01
6.360000000000000142e+01,1.500000000000000000e+01,1.000000000000000000e+01,5.000000000000000000e+00,7.400000000000000000e+01,6.000000000000000000e+00,8.000000000000000000e+01,1.280000000000000000e+02,9.007205999999994674e+03,1.111111111111111049e-01
6.370000000000000284e+01,1.500000000000000000e+01,1.000000000000000000e+01,5.000000000000000000e+00,7.400000000000000000e+01,6.000000000000000000e+00,8.000000000000000000e+01,1.280000000000000000e+02,9.007205999999994674e+03,1.111111111111111049e-01
6.380000000000000426e+01,1.500000000000000000e+01,1.000000000000000000e+01,5.000000000000000000e+00,7.400000000000000000e+01,6.000000000000000000e+00,8.000000000000000000e+01,1.280000000000000000e+02,9.007205999999994674e+03,1.111111111111111049e-01
6.390000000000000568e+01,1.800000000000000000e+01,7.000000000000000000e+00,1.100000000000000000e+01,7.600000000000000000e+01,6.000000000000000000e+00,8.200000000000000000e+01,1.290000000000000000e+02,9.250643999999994776e+03,1.111111111111111049e-01
6.400000000000000000e+01,1.800000000000000000e+01,7.000000000000000000e+00,1.100000000000000000e+01,7.600000000000000000e+01,6.000000000000000000e+00,8.200000000000000000e+01,1.290000000000000000e+02,9.250643999999994776e+03,1.111111111111111049e-01
6.410000000000000853e+01,1.800000000000000000e+01,7.000000000000000000e+00,1.100000000000000000e+01,7.600000000000000000e+01,6.000000000000000000e+00,8.200000000000000000e+01,1.290000000000000000e+02,9.250643999999994776e+03,1.111111111111111049e-01
6.420000000000000284e+01,1.800000000000000000e+01,7.000000000000000000e+00,1.100000000000000000e+01,7.600000000000000000e+01,6.000000000000000000e+00,8.200000000000000000e+01,1.290000000000000000e+02,9.250643999999994776e+03,1.111111111111111049e-01
6.429999999999999716e+01,2.200000000000000000e+01,5.000000000000000000e+00,1.700000000000000000e+01,7.800000000000000000e+01,6.000000000000000000e+00,8.400000000000000000e+01,1.290000000000000000e+02,9.494081999999994878e+03,1.111111111111111049e-01
6.440000000000000568e+01,2.100000000000000000e+01,5.000000000000000000e+00,1.600000000000000000e+01,7.800000000000000000e+01,6.000000000000000000e+00,8.400000000000000000e+01,1.300000000000000000e+02,9.494081999999994878e+03,1.111111111111111049e-01
6.450000000000000000e+01,2.100000000000000000e+01,5.000000000000000000e+00,1.600000000000000000e+01,7.800000000000000000e+01,6.000000000000000000e+00,8.400000000000000000e+01,1.300000000000000000e+02,9.494081999999994878e+03,1.111111111111111049e-01
6.460000000000000853e+01,1.800000000000000000e+01,7.000000000000000000e+00,1.100000000000000000e+01,7.800000000000000000e+01,6.000000000000000000e+00,8.400000000000000000e+01,1.330000000000000000e+02,9.494081999999994878e+03,1.111111111111111049e-01
6.470000000000000284e+01,1.800000000000000000e+01,7.000000000000000000e+00,1.100000000000000000e+01,7.800000000000000000e+01,6.000000000000000000e+00,8.400000000000000000e+01,1.340000000000000000e+02,9.494081999999994878e+03,1.111111111111111049e-01
6.479999999999999716e+01,1.800000000000000000e+01,6.000000000000000000e+00,1.200000000000000000e+01,7.900000000000000000e+01,6.000000000000000000e+00,8.500000000000000000e+01,1.350000000000000000e+02,9.615800999999994019e+03,1.111111111111111049e-01
6.490000000000000568e+01,1.600000000000000000e+01,6.000000000000000000e+00,1.000000000000000000e+01,7.900000000000000000e+01,6.000000000000000000e+00,8.500000000000000000e+01,1.370000000000000000e+02,9.615800999999994019e+03,1.111111111111111049e-01
6.500000000000000000e+01,1.600000000000000000e+01,7.000000000000000000e+00,9.000000000000000000e+00,7.900000000000000000e+01,6.000000000000000000e+00,8.500000000000000000e+01,1.370000000000000000e+02,9.615800999999994019e+03,1.111111111111111049e-01
6.510000000000000853e+01,1.700000000000000000e+01,6.000000000000000000e+00,1.100000000000000000e+01,8.000000000000000000e+01,6.000000000000000000e+00,8.600000000000000000e+01,1.380000000000000000e+02,9.737519999999994980e+03,1.111111111111111049e-01
6.520000000000000284e+01,1.500000000000000000e+01,4.000000000000000000e+00,1.100000000000000000e+01,8.000000000000000000e+01,6.000000000000000000e+00,8.600000000000000000e+01,1.400000000000000000e+02,9.737519999999994980e+03,1.111111111111111049e-01
6.529999999999999716e+01,1.300000000000000000e+01,4.000000000000000000e+00,9.000000000000000000e+00,8.000000000000000000e+01,6.000000000000000000e+00,8.600000000000000000e+01,1.420000000000000000e+02,9.737519999999994980e+03,1.111111111111111049e-01
6.540000000000000568e+01,1.300000000000000000e+01,4.000000000000000000e+00,9.000000000000000000e+00,8.000000000000000000e+01,6.000000000000000000e+00,8.600000000000000000e+01,1.420000000000000000e+02,9.737519999999994980e+03,1.111111111111111049e-01
6.550000000000000000e+01,1.200000000000000000e+01,5.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+01,6.000000000000000000e+00,8.600000000000000000e+01,1.430000000000000000e+02,9.737519999999994980e+03,1.111111111111111049e-01
6.560000000000000853e+01,1.300000000000000000e+01,4.000000000000000000e+00,9.000000000000000000e+00,8.100000000000000000e+01,6.000000000000000000e+00,8.700000000000000000e+01,1.440000000000000000e+02,9.859238999999994121e+03,1.111111111111111049e-01
6.570000000000000284e+01,1.500000000000000000e+01,4.000000000000000000e+00,1.100000000000000000e+01,8.200000000000000000e+01,6.000000000000000000e+00,8.800000000000000000e+01,1.440000000000000000e+02,9.980957999999995081e+03,1.111111111111111049e-01
6.579999999999999716e+01,1.700000000000000000e+01,7.000000000000000000e+00,1.000000000000000000e+01,8.300000000000000000e+01,6.000000000000000000e+00,8.900000000000000000e+01,1.440000000000000000e+02,1.010267699999999422e+04,1.111111111111111049e-01
6.590000000000000568e+01,1.600000000000000000e+01,7.000000000000000000e+00,9.000000000000000000e+00,8.300000000000000000e+01,6.000000000000000000e+00,8.900000000000000000e+01,1.450000000000000000e+02,1.010267699999999422e+04,1.111111111111111049e-01
6.600000000000000000e+01,1.600000000000000000e+01,7.000000000000000000e+00,9.000000000000000000e+00,8.300000000000000000e+01,6.000000000000000000e+00,8.900000000000000000e+01,1.450000000000000000e+02,1.010267699999999422e+04,1.111111111111111049e-01
6.610000000000000853e+01,1.800000000000000000e+01,6.000000000000000000e+00,1.200000000000000000e+01,8.400000000000000000e+01,6.000000000000000000e+00,9.000000000000000000e+01,1.450000000000000000e+02,1.022439599999999518e+04,1.111111111111111049e-01
6.620000000000000284e+01,2.000000000000000000e+01,5.000000000000000000e+00,1.500000000000000000e+01,8.500000000000000000e+01,6.000000000000000000e+00,9.100000000000000000e+01,1.450000000000000000e+02,1.034611499999999432e+04,1.111111111111111049e-01
6.629999999999999716e+01,2.000000000000000000e+01,6.000000000000000000e+00,1.400000000000000000e+01,8.500000000000000000e+01,6.000000000000000000e+00,9.100000000000000000e+01,1.450000000000000000e+02,1.034611499999999432e+04,1.111111111111111049e-01
6.640000000000000568e+01,1.900000000000000000e+01,8.000000000000000000e+00,1.100000000000000000e+01,8.500000000000000000e+01,6.000000000000000000e+00,9.100000000000000000e+01,1.460000000000000000e+02,1.034611499999999432e+04,1.111111111111111049e-01
6.650000000000000000e+01,1.900000000000000000e+01,9.000000000000000000e+00,1.000000000000000000e+01,8.500000000000000000e+01,6.000000000000000000e+00,9.100000000000000000e+01,1.460000000000000000e+02,1.034611499999999432e+04,1.111111111111111049e-01
6.660000000000000853e+01,1.900000000000000000e+01,9.000000000000000000e+00,1.000000000000000000e+01,8.500000000000000000e+01,6.000000000000000000e+00,9.100000000000000000e+01,1.460000000000000000e+02,1.034611499999999432e+04,1.111111111111111049e-01
6.670000000000000284e+01,1.700000000000000000e+01,9.000000000000000000e+00,8.000000000000000000e+00,8.500000000000000000e+01,6.000000000000000000e+00,9.100000000000000000e+01,1.480000000000000000e+02,1.034611499999999432e+04,1.111111111111111049e-01
6.679999999999999716e+01,1.600000000000000000e+01,9.000000000000000000e+00,7.000000000000000000e+00,8.500000000000000000e+01,6.000000000000000000e+00,9.100000000000000000e+01,1.490000000000000000e+02,1.034611499999999432e+04,1.111111111111111049e-01
6.690000000000000568e+01,1.600000000000000000e+01,1.000000000000000000e+01,6.000000000000000000e+00,8.500000000000000000e+01,6.000000000000000000e+00,9.100000000000000000e+01,1.490000000000000000e+02,1.034611499999999432e+04,1.111111111111111049e-01
6.700000000000000000e+01,1.500000000000000000e+01,1.100000000000000000e+01,4.000000000000000000e+00,8.500000000000000000e+01,6.000000000000000000e+00,9.100000000000000000e+01,1.500000000000000000e+02,1.034611499999999432e+04,1.111111111111111049e-01
6.710000000000000853e+01,1.500000000000000000e+01,1.100000000000000000e+01,4.000000000000000000e+00,8.500000000000000000e+01,6.000000000000000000e+00,9.100000000000000000e+01,1.500000000000000000e+02,1.034611499999999432e+04,1.111111111111111049e-01
6.720000000000000284e+01,1.400000000000000000e+01,1.100000000000000000e+01,3.000000000000000000e+00,8.500000000000000000e+01,6.000000000000000000e+00,9.100000000000000000e+01,1.510000000000000000e+02,1.034611499999999432e+04,1.111111111111111049e-01
6.729999999999999716e+01,1.600000000000000000e+01,1.000000000000000000e+01,6.000000000000000000e+00,8.600000000000000000e+01,6.000000000000000000e+00,9.200000000000000000e+01,1.510000000000000000e+02,1.046783399999999347e+04,1.111111111111111049e-01
6.740000000000000568e+01,1.600000000000000000e+01,1.000000000000000000e+01,6.000000000000000000e+00,8.600000000000000000e+01,6.000000000000000000e+00,9.200000000000000000e+01,1.510000000000000000e+02,1.046783399999999347e+04,1.111111111111111049e-01
6.750000000000000000e+01,1.600000000000000000e+01,9.000000000000000000e+00,7.000000000000000000e+00,8.700000000000000000e+01,6.000000000000000000e+00,9.300000000000000000e+01,1.530000000000000000e+02,1.058955299999999443e+04,1.111111111111111049e-01
6.760000000000000853e+01,1.700000000000000000e+01,8.000000000000000000e+00,9.000000000000000000e+00,8.800000000000000000e+01,6.000000000000000000e+00,9.400000000000000000e+01,1.540000000000000000e+02,1.071127199999999357e+04,1.111111111111111049e-01
6.770000000000000284e+01,1.900000000000000000e+01,8.000000000000000000e+00,1.100000000000000000e+01,8.900000000000000000e+01,6.000000000000000000e+00,9.500000000000000000e+01,1.540000000000000000e+02,1.083299099999999453e+04,1.111111111111111049e-01
6.779999999999999716e+01,2.100000000000000000e+01,8.000000000000000000e+00,1.300000000000000000e+01,9.000000000000000000e+01,6.000000000000000000e+00,9.600000000000000000e+01,1.540000000000000000e+02,1.095470999999999367e+04,1.111111111111111049e-01
6.790000000000000568e+01,2.300000000000000000e+01,9.000000000000000000e+00,1.400000000000000000e+01,9.100000000000000000e+01,6.000000000000000000e+00,9.700000000000000000e+01,1.540000000000000000e+02,1.107642899999999281e+04,1.111111111111111049e-01
6.800000000000000000e+01,2.300000000000000000e+01,1.000000000000000000e+01,1.300000000000000000e+01,9.100000000000000000e+01,6.000000000000000000e+00,9.700000000000000000e+01,1.540000000000000000e+02,1.107642899999999281e+04,1.111111111111111049e-01
6.810000000000000853e+01,2.500000000000000000e+01,9.000000000000000000e+00,1.600000000000000000e+01,9.200000000000000000e+01,6.000000000000000000e+00,9.800000000000000000e+01,1.550000000000000000e+02,1.119814799999999377e+04,1.111111111111111049e-01
6.820000000000000284e+01,2.600000000000000000e+01,9.000000000000000000e+00,1.700000000000000000e+01,9.300000000000000000e+01,6.000000000000000000e+00,9.900000000000000000e+01,1.550000000000000000e+02,1.131986699999999291e+04,1.111111111111111049e-01
6.829999999999999716e+01,2.400000000000000000e+01,1.000000000000000000e+01,1.400000000000000000e+01,9.300000000000000000e+01,6.000000000000000000e+00,9.900000000000000000e+01,1.570000000000000000e+02,1.131986699999999291e+04,1.111111111111111049e-01
6.840000000000000568e+01,2.400000000000000000e+01,1.000000000000000000e+01,1.400000000000000000e+01,9.300000000000000000e+01,6.000000000000000000e+00,9.900000000000000000e+01,1.570000000000000000e+02,1.131986699999999291e+04,1.111111111111111049e-01
6.850000000000000000e+01,2.300000000000000000e+01,1.100000000000000000e+01,1.200000000000000000e+01,9.300000000000000000e+01,6.000000000000000000e+00,9.900000000000000000e+01,1.580000000000000000e+02,1.131986699999999291e+04,1.111111111111111049e-01
6.860000000000000853e+01,2.300000000000000000e+01,1.100000000000000000e+01,1.200000000000000000e+01,9.300000000000000000e+01,6.000000000000000000e+00,9.900000000000000000e+01,1.580000000000000000e+02,1.131986699999999291e+04,1.111111111111111049e-01
6.870000000000000284e+01,2.200000000000000000e+01,9.000000000000000000e+00,1.300000000000000000e+01,9.400000000000000000e+01,6.000000000000000000e+00,1.000000000000000000e+02,1.610000000000000000e+02,1.144158599999999387e+04,1.111111111111111049e-01
6.879999999999999716e+01,2.400000000000000000e+01,8.000000000000000000e+00,1.600000000000000000e+01,9.500000000000000000e+01,6.000000000000000000e+00,1.010000000000000000e+02,1.610000000000000000e+02,1.156330499999999302e+04,1.111111111111111049e-01
