Temps(s), NeutInside(AD), NeutTherm(AD), NeutFast(AD), IntFission(AD), IntXenon(AD), IntTot(AD), TotNonInt(AD), EFiss(MeV), Ccomb(%)
1.134000000000000057e+02,1.060000000000000000e+02,4.400000000000000000e+01,6.200000000000000000e+01,4.660000000000000000e+02,4.500000000000000000e+01,5.110000000000000000e+02,7.810000000000000000e+02,5.672105400000015652e+04,1.111111111111111049e-01
1.135000000000000000e+02,1.080000000000000000e+02,4.700000000000000000e+01,6.100000000000000000e+01,4.670000000000000000e+02,4.500000000000000000e+01,5.120000000000000000e+02,7.820000000000000000e+02,5.684277300000016112e+04,1.111111111111111049e-01
1.136000000000000085e+02,1.140000000000000000e+02,4.700000000000000000e+01,6.700000000000000000e+01,4.710000000000000000e+02,4.500000000000000000e+01,5.160000000000000000e+02,7.840000000000000000e+02,5.732964900000017951e+04,1.111111111111111049e-01
1.137000000000000028e+02,1.190000000000000000e+02,4.700000000000000000e+01,7.200000000000000000e+01,4.740000000000000000e+02,4.500000000000000000e+01,5.190000000000000000e+02,7.850000000000000000e+02,5.769480600000018603e+04,1.111111111111111049e-01
1.138000000000000114e+02,1.210000000000000000e+02,4.400000000000000000e+01,7.700000000000000000e+01,4.780000000000000000e+02,4.500000000000000000e+01,5.230000000000000000e+02,7.910000000000000000e+02,5.818168200000020443e+04,1.111111111111111049e-01
1.139000000000000057e+02,1.200000000000000000e+02,4.400000000000000000e+01,7.600000000000000000e+01,4.800000000000000000e+02,4.500000000000000000e+01,5.250000000000000000e+02,7.960000000000000000e+02,5.842512000000021362e+04,1.111111111111111049e-01
1.140000000000000000e+02,1.220000000000000000e+02,4.400000000000000000e+01,7.800000000000000000e+01,4.840000000000000000e+02,4.500000000000000000e+01,5.290000000000000000e+02,8.020000000000000000e+02,5.891199600000022474e+04,1.111111111111111049e-01
1.141000000000000085e+02,1.200000000000000000e+02,4.800000000000000000e+01,7.200000000000000000e+01,4.860000000000000000e+02,4.500000000000000000e+01,5.310000000000000000e+02,8.060000000000000000e+02,5.915543400000023394e+04,1.111111111111111049e-01
1.142000000000000028e+02,1.170000000000000000e+02,5.100000000000000000e+01,6.600000000000000000e+01,4.870000000000000000e+02,4.500000000000000000e+01,5.320000000000000000e+02,8.140000000000000000e+02,5.927715300000023853e+04,1.111111111111111049e-01
1.143000000000000114e+02,1.160000000000000000e+02,5.200000000000000000e+01,6.400000000000000000e+01,4.880000000000000000e+02,4.500000000000000000e+01,5.330000000000000000e+02,8.160000000000000000e+02,5.939887200000024313e+04,1.111111111111111049e-01
1.144000000000000057e+02,1.220000000000000000e+02,5.000000000000000000e+01,7.200000000000000000e+01,4.920000000000000000e+02,4.500000000000000000e+01,5.370000000000000000e+02,8.180000000000000000e+02,5.988574800000025425e+04,1.111111111111111049e-01
1.145000000000000000e+02,1.170000000000000000e+02,4.900000000000000000e+01,6.800000000000000000e+01,4.940000000000000000e+02,4.600000000000000000e+01,5.400000000000000000e+02,8.290000000000000000e+02,6.012918600000026345e+04,1.111111111111111049e-01
1.146000000000000085e+02,1.170000000000000000e+02,4.600000000000000000e+01,7.100000000000000000e+01,4.980000000000000000e+02,4.800000000000000000e+01,5.460000000000000000e+02,8.300000000000000000e+02,6.061606200000028184e+04,1.111111111111111049e-01
1.147000000000000028e+02,1.170000000000000000e+02,5.100000000000000000e+01,6.600000000000000000e+01,4.990000000000000000e+02,4.800000000000000000e+01,5.470000000000000000e+02,8.320000000000000000e+02,6.073778100000028644e+04,1.111111111111111049e-01
1.148000000000000114e+02,1.160000000000000000e+02,5.200000000000000000e+01,6.400000000000000000e+01,5.000000000000000000e+02,4.800000000000000000e+01,5.480000000000000000e+02,8.370000000000000000e+02,6.085950000000028376e+04,1.111111111111111049e-01
1.149000000000000057e+02,1.180000000000000000e+02,5.200000000000000000e+01,6.600000000000000000e+01,5.020000000000000000e+02,4.900000000000000000e+01,5.510000000000000000e+02,8.400000000000000000e+02,6.110293800000029296e+04,1.111111111111111049e-01
1.150000000000000000e+02,1.110000000000000000e+02,4.900000000000000000e+01,6.200000000000000000e+01,5.050000000000000000e+02,5.000000000000000000e+01,5.550000000000000000e+02,8.480000000000000000e+02,6.146809500000030675e+04,1.111111111111111049e-01
1.151000000000000085e+02,1.160000000000000000e+02,4.700000000000000000e+01,6.900000000000000000e+01,5.070000000000000000e+02,5.000000000000000000e+01,5.570000000000000000e+02,8.510000000000000000e+02,6.171153300000031595e+04,1.111111111111111049e-01
1.152000000000000028e+02,1.170000000000000000e+02,4.600000000000000000e+01,7.100000000000000000e+01,5.100000000000000000e+02,5.000000000000000000e+01,5.600000000000000000e+02,8.530000000000000000e+02,6.207669000000032247e+04,1.111111111111111049e-01
1.153000000000000114e+02,1.120000000000000000e+02,4.400000000000000000e+01,6.800000000000000000e+01,5.110000000000000000e+02,5.000000000000000000e+01,5.610000000000000000e+02,8.620000000000000000e+02,6.219840900000032707e+04,1.111111111111111049e-01
1.154000000000000057e+02,1.100000000000000000e+02,4.800000000000000000e+01,6.200000000000000000e+01,5.130000000000000000e+02,5.000000000000000000e+01,5.630000000000000000e+02,8.670000000000000000e+02,6.244184700000033627e+04,1.111111111111111049e-01
1.155000000000000000e+02,1.090000000000000000e+02,5.700000000000000000e+01,5.200000000000000000e+01,5.160000000000000000e+02,5.000000000000000000e+01,5.660000000000000000e+02,8.710000000000000000e+02,6.280700400000035006e+04,1.111111111111111049e-01
1.156000000000000085e+02,1.120000000000000000e+02,5.600000000000000000e+01,5.600000000000000000e+01,5.180000000000000000e+02,5.000000000000000000e+01,5.680000000000000000e+02,8.750000000000000000e+02,6.305044200000035198e+04,1.111111111111111049e-01
1.157000000000000028e+02,1.150000000000000000e+02,5.500000000000000000e+01,6.000000000000000000e+01,5.200000000000000000e+02,5.000000000000000000e+01,5.700000000000000000e+02,8.780000000000000000e+02,6.329388000000036118e+04,1.111111111111111049e-01
1.158000000000000114e+02,1.150000000000000000e+02,5.700000000000000000e+01,5.800000000000000000e+01,5.210000000000000000e+02,5.000000000000000000e+01,5.710000000000000000e+02,8.780000000000000000e+02,6.341559900000036578e+04,1.111111111111111049e-01
1.159000000000000057e+02,1.160000000000000000e+02,5.900000000000000000e+01,5.700000000000000000e+01,5.240000000000000000e+02,5.000000000000000000e+01,5.740000000000000000e+02,8.820000000000000000e+02,6.378075600000037957e+04,1.111111111111111049e-01
1.160000000000000000e+02,1.180000000000000000e+02,6.200000000000000000e+01,5.600000000000000000e+01,5.260000000000000000e+02,5.000000000000000000e+01,5.760000000000000000e+02,8.850000000000000000e+02,6.402419400000038149e+04,1.111111111111111049e-01
1.161000000000000085e+02,1.220000000000000000e+02,6.100000000000000000e+01,6.100000000000000000e+01,5.290000000000000000e+02,5.000000000000000000e+01,5.790000000000000000e+02,8.880000000000000000e+02,6.438935100000039529e+04,1.111111111111111049e-01
1.162000000000000028e+02,1.230000000000000000e+02,5.900000000000000000e+01,6.400000000000000000e+01,5.310000000000000000e+02,5.000000000000000000e+01,5.810000000000000000e+02,8.900000000000000000e+02,6.463278900000040449e+04,1.111111111111111049e-01
1.163000000000000114e+02,1.260000000000000000e+02,5.700000000000000000e+01,6.900000000000000000e+01,5.330000000000000000e+02,5.000000000000000000e+01,5.830000000000000000e+02,8.910000000000000000e+02,6.487622700000041368e+04,1.111111111111111049e-01
1.164000000000000057e+02,1.220000000000000000e+02,5.900000000000000000e+01,6.300000000000000000e+01,5.330000000000000000e+02,5.100000000000000000e+01,5.840000000000000000e+02,8.940000000000000000e+02,6.487622700000041368e+04,1.111111111111111049e-01
1.165000000000000000e+02,1.210000000000000000e+02,6.200000000000000000e+01,5.900000000000000000e+01,5.340000000000000000e+02,5.200000000000000000e+01,5.860000000000000000e+02,8.960000000000000000e+02,6.499794600000041828e+04,1.111111111111111049e-01
1.166000000000000085e+02,1.220000000000000000e+02,6.300000000000000000e+01,5.900000000000000000e+01,5.360000000000000000e+02,5.200000000000000000e+01,5.880000000000000000e+02,8.990000000000000000e+02,6.524138400000042020e+04,1.111111111111111049e-01
1.167000000000000028e+02,1.230000000000000000e+02,6.100000000000000000e+01,6.200000000000000000e+01,5.380000000000000000e+02,5.200000000000000000e+01,5.900000000000000000e+02,9.020000000000000000e+02,6.548482200000042940e+04,1.111111111111111049e-01
1.168000000000000114e+02,1.230000000000000000e+02,5.900000000000000000e+01,6.400000000000000000e+01,5.410000000000000000e+02,5.300000000000000000e+01,5.940000000000000000e+02,9.080000000000000000e+02,6.584997900000044319e+04,1.111111111111111049e-01
1.169000000000000057e+02,1.220000000000000000e+02,5.900000000000000000e+01,6.300000000000000000e+01,5.420000000000000000e+02,5.300000000000000000e+01,5.950000000000000000e+02,9.110000000000000000e+02,6.597169800000044052e+04,1.111111111111111049e-01
1.170000000000000000e+02,1.220000000000000000e+02,5.900000000000000000e+01,6.300000000000000000e+01,5.440000000000000000e+02,5.300000000000000000e+01,5.970000000000000000e+02,9.120000000000000000e+02,6.621513600000044971e+04,1.111111111111111049e-01
1.171000000000000085e+02,1.330000000000000000e+02,5.000000000000000000e+01,8.300000000000000000e+01,5.510000000000000000e+02,5.400000000000000000e+01,6.050000000000000000e+02,9.180000000000000000e+02,6.706716900000047463e+04,1.111111111111111049e-01
1.172000000000000028e+02,1.240000000000000000e+02,5.400000000000000000e+01,7.000000000000000000e+01,5.510000000000000000e+02,5.500000000000000000e+01,6.060000000000000000e+02,9.250000000000000000e+02,6.706716900000047463e+04,1.111111111111111049e-01
1.173000000000000114e+02,1.220000000000000000e+02,5.200000000000000000e+01,7.000000000000000000e+01,5.520000000000000000e+02,5.500000000000000000e+01,6.070000000000000000e+02,9.280000000000000000e+02,6.718888800000048650e+04,1.111111111111111049e-01
1.174000000000000057e+02,1.260000000000000000e+02,4.900000000000000000e+01,7.700000000000000000e+01,5.570000000000000000e+02,5.600000000000000000e+01,6.130000000000000000e+02,9.330000000000000000e+02,6.779748300000050222e+04,1.111111111111111049e-01
1.175000000000000000e+02,1.260000000000000000e+02,4.700000000000000000e+01,7.900000000000000000e+01,5.590000000000000000e+02,5.600000000000000000e+01,6.150000000000000000e+02,9.370000000000000000e+02,6.804092100000051141e+04,1.111111111111111049e-01
1.176000000000000085e+02,1.250000000000000000e+02,4.900000000000000000e+01,7.600000000000000000e+01,5.610000000000000000e+02,5.600000000000000000e+01,6.170000000000000000e+02,9.440000000000000000e+02,6.828435900000052061e+04,1.111111111111111049e-01
1.177000000000000028e+02,1.230000000000000000e+02,5.100000000000000000e+01,7.200000000000000000e+01,5.650000000000000000e+02,5.600000000000000000e+01,6.210000000000000000e+02,9.500000000000000000e+02,6.877123500000053900e+04,1.111111111111111049e-01
1.178000000000000114e+02,1.220000000000000000e+02,5.200000000000000000e+01,7.000000000000000000e+01,5.650000000000000000e+02,5.700000000000000000e+01,6.220000000000000000e+02,9.530000000000000000e+02,6.877123500000053900e+04,1.111111111111111049e-01
1.179000000000000057e+02,1.160000000000000000e+02,5.900000000000000000e+01,5.700000000000000000e+01,5.650000000000000000e+02,5.700000000000000000e+01,6.220000000000000000e+02,9.580000000000000000e+02,6.877123500000053900e+04,1.111111111111111049e-01
1.180000000000000000e+02,1.180000000000000000e+02,6.300000000000000000e+01,5.500000000000000000e+01,5.690000000000000000e+02,5.700000000000000000e+01,6.260000000000000000e+02,9.610000000000000000e+02,6.925811100000054284e+04,1.111111111111111049e-01
1.181000000000000085e+02,1.300000000000000000e+02,6.000000000000000000e+01,7.000000000000000000e+01,5.750000000000000000e+02,5.700000000000000000e+01,6.320000000000000000e+02,9.640000000000000000e+02,6.998842500000057044e+04,1.111111111111111049e-01
1.182000000000000028e+02,1.290000000000000000e+02,6.000000000000000000e+01,6.900000000000000000e+01,5.780000000000000000e+02,5.700000000000000000e+01,6.350000000000000000e+02,9.730000000000000000e+02,7.035358200000057695e+04,1.111111111111111049e-01
1.183000000000000114e+02,1.230000000000000000e+02,6.500000000000000000e+01,5.800000000000000000e+01,5.780000000000000000e+02,5.700000000000000000e+01,6.350000000000000000e+02,9.770000000000000000e+02,7.035358200000057695e+04,1.111111111111111049e-01
1.184000000000000057e+02,1.250000000000000000e+02,6.700000000000000000e+01,5.800000000000000000e+01,5.800000000000000000e+02,5.700000000000000000e+01,6.370000000000000000e+02,9.800000000000000000e+02,7.059702000000058615e+04,1.111111111111111049e-01
1.185000000000000000e+02,1.200000000000000000e+02,6.700000000000000000e+01,5.300000000000000000e+01,5.820000000000000000e+02,5.700000000000000000e+01,6.390000000000000000e+02,9.860000000000000000e+02,7.084045800000059535e+04,1.111111111111111049e-01
1.186000000000000085e+02,1.250000000000000000e+02,6.100000000000000000e+01,6.400000000000000000e+01,5.860000000000000000e+02,5.700000000000000000e+01,6.430000000000000000e+02,9.910000000000000000e+02,7.132733400000061374e+04,1.111111111111111049e-01
1.187000000000000028e+02,1.260000000000000000e+02,6.000000000000000000e+01,6.600000000000000000e+01,5.880000000000000000e+02,5.700000000000000000e+01,6.450000000000000000e+02,9.920000000000000000e+02,7.157077200000062294e+04,1.111111111111111049e-01
1.188000000000000114e+02,1.370000000000000000e+02,5.300000000000000000e+01,8.400000000000000000e+01,5.940000000000000000e+02,5.700000000000000000e+01,6.510000000000000000e+02,9.950000000000000000e+02,7.230108600000063598e+04,1.111111111111111049e-01
1.189000000000000057e+02,1.410000000000000000e+02,5.000000000000000000e+01,9.100000000000000000e+01,5.980000000000000000e+02,5.700000000000000000e+01,6.550000000000000000e+02,9.970000000000000000e+02,7.278796200000065437e+04,1.111111111111111049e-01
1.190000000000000000e+02,1.360000000000000000e+02,4.900000000000000000e+01,8.700000000000000000e+01,5.980000000000000000e+02,5.700000000000000000e+01,6.550000000000000000e+02,1.005000000000000000e+03,7.278796200000065437e+04,1.111111111111111049e-01
1.191000000000000085e+02,1.300000000000000000e+02,5.000000000000000000e+01,8.000000000000000000e+01,5.980000000000000000e+02,5.700000000000000000e+01,6.550000000000000000e+02,1.010000000000000000e+03,7.278796200000065437e+04,1.111111111111111049e-01
1.192000000000000028e+02,1.320000000000000000e+02,5.100000000000000000e+01,8.100000000000000000e+01,6.010000000000000000e+02,5.700000000000000000e+01,6.580000000000000000e+02,1.015000000000000000e+03,7.315311900000066089e+04,1.111111111111111049e-01
1.193000000000000114e+02,1.370000000000000000e+02,4.900000000000000000e+01,8.800000000000000000e+01,6.060000000000000000e+02,5.700000000000000000e+01,6.630000000000000000e+02,1.019000000000000000e+03,7.376171400000069116e+04,1.111111111111111049e-01
1.194000000000000057e+02,1.390000000000000000e+02,5.000000000000000000e+01,8.900000000000000000e+01,6.100000000000000000e+02,5.700000000000000000e+01,6.670000000000000000e+02,1.026000000000000000e+03,7.424859000000069500e+04,1.111111111111111049e-01
1.195000000000000000e+02,1.420000000000000000e+02,4.900000000000000000e+01,9.300000000000000000e+01,6.140000000000000000e+02,5.700000000000000000e+01,6.710000000000000000e+02,1.031000000000000000e+03,7.473546600000071339e+04,1.111111111111111049e-01
1.196000000000000085e+02,1.400000000000000000e+02,5.000000000000000000e+01,9.000000000000000000e+01,6.150000000000000000e+02,5.800000000000000000e+01,6.730000000000000000e+02,1.033000000000000000e+03,7.485718500000072527e+04,1.111111111111111049e-01
1.197000000000000028e+02,1.360000000000000000e+02,5.100000000000000000e+01,8.500000000000000000e+01,6.170000000000000000e+02,5.900000000000000000e+01,6.760000000000000000e+02,1.042000000000000000e+03,7.510062300000073446e+04,1.111111111111111049e-01
1.198000000000000114e+02,1.400000000000000000e+02,5.200000000000000000e+01,8.800000000000000000e+01,6.230000000000000000e+02,5.900000000000000000e+01,6.820000000000000000e+02,1.050000000000000000e+03,7.583093700000074750e+04,1.111111111111111049e-01
1.199000000000000057e+02,1.330000000000000000e+02,5.000000000000000000e+01,8.300000000000000000e+01,6.230000000000000000e+02,5.900000000000000000e+01,6.820000000000000000e+02,1.055000000000000000e+03,7.583093700000074750e+04,1.111111111111111049e-01
1.200000000000000000e+02,1.290000000000000000e+02,5.400000000000000000e+01,7.500000000000000000e+01,6.260000000000000000e+02,5.900000000000000000e+01,6.850000000000000000e+02,1.063000000000000000e+03,7.619609400000076857e+04,1.111111111111111049e-01
1.201000000000000085e+02,1.290000000000000000e+02,5.500000000000000000e+01,7.400000000000000000e+01,6.280000000000000000e+02,5.900000000000000000e+01,6.870000000000000000e+02,1.069000000000000000e+03,7.643953200000076322e+04,1.111111111111111049e-01
1.202000000000000028e+02,1.220000000000000000e+02,6.000000000000000000e+01,6.200000000000000000e+01,6.280000000000000000e+02,5.900000000000000000e+01,6.870000000000000000e+02,1.076000000000000000e+03,7.643953200000076322e+04,1.111111111111111049e-01
1.203000000000000114e+02,1.280000000000000000e+02,6.200000000000000000e+01,6.600000000000000000e+01,6.310000000000000000e+02,5.900000000000000000e+01,6.900000000000000000e+02,1.077000000000000000e+03,7.680468900000078429e+04,1.111111111111111049e-01
1.204000000000000057e+02,1.240000000000000000e+02,6.400000000000000000e+01,6.000000000000000000e+01,6.320000000000000000e+02,6.000000000000000000e+01,6.920000000000000000e+02,1.084000000000000000e+03,7.692640800000078161e+04,1.111111111111111049e-01
1.205000000000000000e+02,1.170000000000000000e+02,6.400000000000000000e+01,5.300000000000000000e+01,6.350000000000000000e+02,6.000000000000000000e+01,6.950000000000000000e+02,1.090000000000000000e+03,7.729156500000080268e+04,1.111111111111111049e-01
1.206000000000000085e+02,1.250000000000000000e+02,5.900000000000000000e+01,6.600000000000000000e+01,6.380000000000000000e+02,6.000000000000000000e+01,6.980000000000000000e+02,1.092000000000000000e+03,7.765672200000080920e+04,1.111111111111111049e-01
1.207000000000000028e+02,1.230000000000000000e+02,6.100000000000000000e+01,6.200000000000000000e+01,6.420000000000000000e+02,6.000000000000000000e+01,7.020000000000000000e+02,1.100000000000000000e+03,7.814359800000082760e+04,1.111111111111111049e-01
1.208000000000000114e+02,1.230000000000000000e+02,6.000000000000000000e+01,6.300000000000000000e+01,6.440000000000000000e+02,6.000000000000000000e+01,7.040000000000000000e+02,1.106000000000000000e+03,7.838703600000083679e+04,1.111111111111111049e-01
1.209000000000000057e+02,1.310000000000000000e+02,6.200000000000000000e+01,6.900000000000000000e+01,6.500000000000000000e+02,6.000000000000000000e+01,7.100000000000000000e+02,1.110000000000000000e+03,7.911735000000084983e+04,1.111111111111111049e-01
1.210000000000000000e+02,1.320000000000000000e+02,6.300000000000000000e+01,6.900000000000000000e+01,6.520000000000000000e+02,6.000000000000000000e+01,7.120000000000000000e+02,1.113000000000000000e+03,7.936078800000085903e+04,1.111111111111111049e-01
1.211000000000000085e+02,1.350000000000000000e+02,6.800000000000000000e+01,6.700000000000000000e+01,6.550000000000000000e+02,6.000000000000000000e+01,7.150000000000000000e+02,1.117000000000000000e+03,7.972594500000086555e+04,1.111111111111111049e-01
1.212000000000000028e+02,1.440000000000000000e+02,6.600000000000000000e+01,7.800000000000000000e+01,6.620000000000000000e+02,6.100000000000000000e+01,7.230000000000000000e+02,1.121000000000000000e+03,8.057797800000090501e+04,1.111111111111111049e-01
1.213000000000000114e+02,1.440000000000000000e+02,6.400000000000000000e+01,8.000000000000000000e+01,6.670000000000000000e+02,6.300000000000000000e+01,7.300000000000000000e+02,1.129000000000000000e+03,8.118657300000092073e+04,1.111111111111111049e-01
1.214000000000000057e+02,1.470000000000000000e+02,6.400000000000000000e+01,8.300000000000000000e+01,6.700000000000000000e+02,6.300000000000000000e+01,7.330000000000000000e+02,1.129000000000000000e+03,8.155173000000092725e+04,1.111111111111111049e-01
1.215000000000000000e+02,1.490000000000000000e+02,6.600000000000000000e+01,8.300000000000000000e+01,6.710000000000000000e+02,6.300000000000000000e+01,7.340000000000000000e+02,1.131000000000000000e+03,8.167344900000093912e+04,1.111111111111111049e-01
1.216000000000000085e+02,1.490000000000000000e+02,7.000000000000000000e+01,7.900000000000000000e+01,6.730000000000000000e+02,6.300000000000000000e+01,7.360000000000000000e+02,1.136000000000000000e+03,8.191688700000093377e+04,1.111111111111111049e-01
1.217000000000000028e+02,1.450000000000000000e+02,7.400000000000000000e+01,7.100000000000000000e+01,6.740000000000000000e+02,6.300000000000000000e+01,7.370000000000000000e+02,1.142000000000000000e+03,8.203860600000094564e+04,1.111111111111111049e-01
1.218000000000000114e+02,1.450000000000000000e+02,7.600000000000000000e+01,6.900000000000000000e+01,6.780000000000000000e+02,6.300000000000000000e+01,7.410000000000000000e+02,1.147000000000000000e+03,8.252548200000096404e+04,1.111111111111111049e-01
1.219000000000000057e+02,1.540000000000000000e+02,7.100000000000000000e+01,8.300000000000000000e+01,6.840000000000000000e+02,6.300000000000000000e+01,7.470000000000000000e+02,1.150000000000000000e+03,8.325579600000097707e+04,1.111111111111111049e-01
1.220000000000000000e+02,1.590000000000000000e+02,7.000000000000000000e+01,8.900000000000000000e+01,6.880000000000000000e+02,6.400000000000000000e+01,7.520000000000000000e+02,1.153000000000000000e+03,8.374267200000099547e+04,1.111111111111111049e-01
1.221000000000000085e+02,1.650000000000000000e+02,6.500000000000000000e+01,1.000000000000000000e+02,6.910000000000000000e+02,6.400000000000000000e+01,7.550000000000000000e+02,1.156000000000000000e+03,8.410782900000100199e+04,1.111111111111111049e-01
1.222000000000000028e+02,1.610000000000000000e+02,7.600000000000000000e+01,8.500000000000000000e+01,6.920000000000000000e+02,6.500000000000000000e+01,7.570000000000000000e+02,1.160000000000000000e+03,8.422954800000101386e+04,1.111111111111111049e-01
1.223000000000000114e+02,1.660000000000000000e+02,7.400000000000000000e+01,9.200000000000000000e+01,7.010000000000000000e+02,6.600000000000000000e+01,7.670000000000000000e+02,1.165000000000000000e+03,8.532501900000104797e+04,1.111111111111111049e-01
1.224000000000000057e+02,1.730000000000000000e+02,7.200000000000000000e+01,1.010000000000000000e+02,7.060000000000000000e+02,6.600000000000000000e+01,7.720000000000000000e+02,1.171000000000000000e+03,8.593361400000106369e+04,1.111111111111111049e-01
1.225000000000000000e+02,1.700000000000000000e+02,7.100000000000000000e+01,9.900000000000000000e+01,7.080000000000000000e+02,6.600000000000000000e+01,7.740000000000000000e+02,1.182000000000000000e+03,8.617705200000107288e+04,1.111111111111111049e-01
1.226000000000000085e+02,1.700000000000000000e+02,7.600000000000000000e+01,9.400000000000000000e+01,7.100000000000000000e+02,6.700000000000000000e+01,7.770000000000000000e+02,1.185000000000000000e+03,8.642049000000108208e+04,1.111111111111111049e-01
1.227000000000000028e+02,1.720000000000000000e+02,7.500000000000000000e+01,9.700000000000000000e+01,7.150000000000000000e+02,6.800000000000000000e+01,7.830000000000000000e+02,1.191000000000000000e+03,8.702908500000109780e+04,1.111111111111111049e-01
1.228000000000000114e+02,1.760000000000000000e+02,7.700000000000000000e+01,9.900000000000000000e+01,7.180000000000000000e+02,6.800000000000000000e+01,7.860000000000000000e+02,1.193000000000000000e+03,8.739424200000110432e+04,1.111111111111111049e-01
1.229000000000000057e+02,1.770000000000000000e+02,8.100000000000000000e+01,9.600000000000000000e+01,7.200000000000000000e+02,6.800000000000000000e+01,7.880000000000000000e+02,1.198000000000000000e+03,8.763768000000111351e+04,1.111111111111111049e-01
1.230000000000000000e+02,1.730000000000000000e+02,8.200000000000000000e+01,9.100000000000000000e+01,7.240000000000000000e+02,6.800000000000000000e+01,7.920000000000000000e+02,1.208000000000000000e+03,8.812455600000113191e+04,1.111111111111111049e-01
1.231000000000000085e+02,1.700000000000000000e+02,8.400000000000000000e+01,8.600000000000000000e+01,7.260000000000000000e+02,6.800000000000000000e+01,7.940000000000000000e+02,1.216000000000000000e+03,8.836799400000114110e+04,1.111111111111111049e-01
1.232000000000000028e+02,1.690000000000000000e+02,8.500000000000000000e+01,8.400000000000000000e+01,7.280000000000000000e+02,7.100000000000000000e+01,7.990000000000000000e+02,1.219000000000000000e+03,8.861143200000115030e+04,1.111111111111111049e-01
1.233000000000000114e+02,1.670000000000000000e+02,8.600000000000000000e+01,8.100000000000000000e+01,7.310000000000000000e+02,7.100000000000000000e+01,8.020000000000000000e+02,1.228000000000000000e+03,8.897658900000115682e+04,1.111111111111111049e-01
1.234000000000000057e+02,1.670000000000000000e+02,8.800000000000000000e+01,7.900000000000000000e+01,7.350000000000000000e+02,7.100000000000000000e+01,8.060000000000000000e+02,1.233000000000000000e+03,8.946346500000117521e+04,1.111111111111111049e-01
1.235000000000000000e+02,1.650000000000000000e+02,8.500000000000000000e+01,8.000000000000000000e+01,7.380000000000000000e+02,7.100000000000000000e+01,8.090000000000000000e+02,1.239000000000000000e+03,8.982862200000118173e+04,1.111111111111111049e-01
1.236000000000000085e+02,1.660000000000000000e+02,8.200000000000000000e+01,8.400000000000000000e+01,7.390000000000000000e+02,7.200000000000000000e+01,8.110000000000000000e+02,1.242000000000000000e+03,8.995034100000119361e+04,1.111111111111111049e-01
1.237000000000000028e+02,1.620000000000000000e+02,8.200000000000000000e+01,8.000000000000000000e+01,7.400000000000000000e+02,7.300000000000000000e+01,8.130000000000000000e+02,1.248000000000000000e+03,9.007206000000119093e+04,1.111111111111111049e-01
1.238000000000000114e+02,1.600000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,7.430000000000000000e+02,7.300000000000000000e+01,8.160000000000000000e+02,1.254000000000000000e+03,9.043721700000119745e+04,1.111111111111111049e-01
1.239000000000000057e+02,1.550000000000000000e+02,8.000000000000000000e+01,7.500000000000000000e+01,7.460000000000000000e+02,7.300000000000000000e+01,8.190000000000000000e+02,1.263000000000000000e+03,9.080237400000121852e+04,1.111111111111111049e-01
1.240000000000000000e+02,1.530000000000000000e+02,7.900000000000000000e+01,7.400000000000000000e+01,7.480000000000000000e+02,7.300000000000000000e+01,8.210000000000000000e+02,1.271000000000000000e+03,9.104581200000122772e+04,1.111111111111111049e-01
1.241000000000000085e+02,1.620000000000000000e+02,7.300000000000000000e+01,8.900000000000000000e+01,7.550000000000000000e+02,7.300000000000000000e+01,8.280000000000000000e+02,1.276000000000000000e+03,9.189784500000125263e+04,1.111111111111111049e-01
1.242000000000000028e+02,1.650000000000000000e+02,7.500000000000000000e+01,9.000000000000000000e+01,7.590000000000000000e+02,7.300000000000000000e+01,8.320000000000000000e+02,1.281000000000000000e+03,9.238472100000127102e+04,1.111111111111111049e-01
1.243000000000000114e+02,1.660000000000000000e+02,7.400000000000000000e+01,9.200000000000000000e+01,7.620000000000000000e+02,7.400000000000000000e+01,8.360000000000000000e+02,1.285000000000000000e+03,9.274987800000127754e+04,1.111111111111111049e-01
1.244000000000000057e+02,1.680000000000000000e+02,7.600000000000000000e+01,9.200000000000000000e+01,7.660000000000000000e+02,7.400000000000000000e+01,8.400000000000000000e+02,1.291000000000000000e+03,9.323675400000128138e+04,1.111111111111111049e-01
1.245000000000000000e+02,1.700000000000000000e+02,7.200000000000000000e+01,9.800000000000000000e+01,7.720000000000000000e+02,7.400000000000000000e+01,8.460000000000000000e+02,1.299000000000000000e+03,9.396706800000123621e+04,1.111111111111111049e-01
1.246000000000000085e+02,1.720000000000000000e+02,7.400000000000000000e+01,9.800000000000000000e+01,7.780000000000000000e+02,7.500000000000000000e+01,8.530000000000000000e+02,1.308000000000000000e+03,9.469738200000120560e+04,1.111111111111111049e-01
1.247000000000000028e+02,1.770000000000000000e+02,7.300000000000000000e+01,1.040000000000000000e+02,7.840000000000000000e+02,7.500000000000000000e+01,8.590000000000000000e+02,1.319000000000000000e+03,9.542769600000116043e+04,1.111111111111111049e-01
1.248000000000000114e+02,1.680000000000000000e+02,8.000000000000000000e+01,8.800000000000000000e+01,7.870000000000000000e+02,7.600000000000000000e+01,8.630000000000000000e+02,1.328000000000000000e+03,9.579285300000113784e+04,1.111111111111111049e-01
